City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,pocone,-16.2567,-56.6228,307.28,36,88,1.28,BR,1683567226
361,mar del plata,-38.0023,-57.5575,290.42,93,75,8.23,AR,1683567226
362,nizhnesortymskiy,62.4397,71.7603,271.18,78,94,8.25,RU,1683567226
363,nchelenge,-9.3451,28.734,298.07,56,8,3.64,ZM,1683567227
364,arafat,21.3594,39.9664,305.25,20,3,4.19,SA,1683566940
365,punta del este,-34.9667,-54.95,291.21,78,75,7.72,UY,1683566962
366,fort wellington,6.4,-57.6,300.44,78,100,3.22,GY,1683567228
367,saint-francois,46.4154,3.9054,292.84,66,75,3.09,FR,1683567228
368,ambilobe,-13.2,49.05,296.38,79,0,1.64,MG,1683567228
369,saldanha,-33.0117,17.9442,289.18,85,58,4.12,ZA,1683566927
370,dosso,13.049,3.1937,310.64,17,79,2.16,NE,1683567229
371,huarmey,-10.0681,-78.1522,298.51,75,83,5.1,PE,1683567229
372,capri,40.5507,14.2426,289.14,92,100,1.06,IT,1683567230
373,general jose de san martin,-26.5374,-59.3416,296.74,51,90,2.26,AR,1683567230
374,harstad,68.799,16.5293,281.81,89,100,9.39,NO,1683567230
375,jaguey grande,22.5269,-81.1286,305.01,43,34,7.06,CU,1683567231
376,la ronge,55.1001,-105.2842,290.27,33,40,4.63,CA,1683567231
377,pangoa,-12.1167,-73.0,292.88,95,100,0.31,PE,1683567231
378,newman,37.3138,-121.0208,291.61,78,0,0.89,US,1683566658
379,balsas,-7.5325,-46.0356,305.61,43,55,2.88,BR,1683567232
380,kourou,5.1552,-52.6478,303.18,85,99,2.58,GF,1683567232
381,altai,46.3722,96.2583,273.18,59,83,1.17,MN,1683567233
382,la sarre,48.8002,-79.1996,284.21,32,3,4.0,CA,1683566991
383,sao jose da coroa grande,-8.8978,-35.1478,302.29,65,73,3.64,BR,1683567234
384,kingston,17.997,-76.7936,304.95,63,20,9.77,JM,1683566709
385,dezhou,37.4486,116.2925,289.81,31,83,3.36,CN,1683567234
386,aitape,-3.1374,142.3475,299.87,86,100,2.4,PG,1683567234
387,taroa,8.7058,171.2275,301.09,81,98,6.66,MH,1683567235
388,williams lake,52.1415,-122.1445,285.4,54,75,2.06,CA,1683567235
389,badger,64.8,-147.5333,278.99,69,75,2.06,US,1683566714
390,frontera,26.9333,-101.45,302.22,57,75,1.34,MX,1683567236
391,jiuquan,39.7432,98.5174,282.54,49,100,2.4,CN,1683567236
392,tubarjal,30.4999,38.216,297.29,27,4,4.58,SA,1683567237
393,ukhta,63.5671,53.6835,272.26,93,91,3.04,RU,1683567237
394,abadeh,31.1608,52.6506,293.1,21,24,5.22,IR,1683567237
395,baskil,38.5679,38.8238,285.06,65,76,1.13,TR,1683567238
396,ust'-ilimsk,58.0006,102.6619,281.74,82,74,2.84,RU,1683566903
397,maragogi,-9.0122,-35.2225,301.47,69,81,3.92,BR,1683566923
398,aoulef,26.9667,1.0833,312.11,7,41,7.52,DZ,1683566995
399,emmerich,51.8333,6.25,293.37,74,100,2.34,DE,1683567239
400,ca mau,9.1769,105.15,300.87,81,99,1.75,VN,1683567239
401,chibougamau,49.9168,-74.3659,281.94,31,75,7.72,CA,1683566833
402,ningbo,29.8782,121.5495,284.14,87,0,2.0,CN,1683567240
403,nikolayevsk-on-amure,53.1406,140.73,273.76,87,70,1.86,RU,1683566907
404,jertih,5.7336,102.4897,298.65,92,100,1.82,MY,1683567240
405,nowshahr,36.649,51.496,291.12,94,75,0.0,IR,1683567240
406,ilhabela,-23.7781,-45.3581,299.46,72,7,2.36,BR,1683567241
407,elizabeth city,36.2946,-76.2511,303.18,67,0,3.13,US,1683567241
408,isangel,-19.55,169.2667,297.11,73,48,1.2,VU,1683567242
409,colonia,50.9333,6.95,293.74,71,20,3.6,DE,1683566722
410,bhimunipatnam,17.8833,83.4333,302.75,73,5,3.03,IN,1683567242
411,ketzin,52.4667,12.85,291.03,51,29,5.67,DE,1683566970
412,pelaya,8.6882,-73.6645,309.03,43,46,0.45,CO,1683567243
413,eynesil,41.0645,39.1438,286.65,92,87,3.19,TR,1683567243
414,barbalha,-7.3111,-39.3042,304.04,55,75,4.12,BR,1683567173
415,cangzhou,38.3167,116.8667,290.22,26,65,3.29,CN,1683567244
416,petrolina,-9.3986,-40.5008,306.18,38,40,4.12,BR,1683566917
417,mayakonda,14.2833,76.0833,299.75,68,94,2.66,IN,1683567245
418,zhumysker,49.3333,49.4,282.5,58,100,6.85,KZ,1683567246
419,kill devil hills,36.0307,-75.676,299.15,60,0,3.6,US,1683567246
420,tengrela,10.4869,-6.4097,307.66,35,100,2.82,CI,1683567246
421,kidal,18.4411,1.4078,311.37,6,59,4.47,ML,1683567246
422,wenchang,30.904,118.4887,284.9,75,71,2.34,CN,1683567247
423,maracaju,-21.6144,-55.1683,300.67,64,62,0.65,BR,1683567247
424,saint-joseph,-21.3667,55.6167,297.36,79,99,4.5,RE,1683567247
425,shijiazhuang,38.0414,114.4786,285.07,30,100,1.77,CN,1683567248
426,mangrol,21.1167,70.1167,301.16,78,4,4.84,IN,1683566819
427,la'ie,21.6477,-157.9253,297.93,72,9,2.68,US,1683566797
428,shimoda,34.6667,138.95,283.76,66,100,6.03,JP,1683566846
429,hotan,37.0997,79.9269,288.12,12,100,3.13,CN,1683566877
430,prince rupert,54.3161,-130.3201,283.2,78,0,2.57,CA,1683567249
431,nasiriyah,31.0521,46.261,305.74,10,35,5.65,IQ,1683567249
432,gao,16.6362,1.637,310.86,8,95,2.84,ML,1683567250
433,acapulco de juarez,16.8634,-99.8901,305.05,55,0,2.57,MX,1683566896
434,plastun,44.7561,136.2939,278.09,87,61,1.79,RU,1683567250
435,san borja,-14.8167,-66.85,295.72,93,100,1.39,BO,1683567250
436,alamosa,37.4695,-105.87,289.14,21,0,2.06,US,1683567251
437,fengxiang,47.5833,130.8333,279.07,52,91,6.42,CN,1683567251
438,santa cruz,-17.8,-63.1667,295.18,73,75,6.69,BO,1683567041
439,pacific grove,36.6177,-121.9166,290.05,72,100,2.68,US,1683567252
440,sur,22.5667,59.5289,306.0,32,0,2.78,OM,1683567002
441,zaranj,30.9667,61.8833,298.13,11,0,3.47,AF,1683567252
442,gamay,12.3854,125.2979,298.2,89,8,0.46,PH,1683566863
443,gubkinskiy,64.434,76.5026,266.88,85,89,16.79,RU,1683567253
444,rio blanco,18.8333,-97.15,303.78,32,22,2.5,MX,1683567253
445,skanor med falsterbo,55.4,12.85,287.58,78,2,8.48,SE,1683567254
446,puerto rico,-26.796,-55.024,297.66,42,100,1.86,AR,1683567254
447,kupang,-10.1667,123.5833,300.11,80,71,10.28,ID,1683567254
448,sao bento,-6.2833,-37.75,305.91,26,69,2.97,BR,1683567254
449,rio grande,-32.035,-52.0986,297.21,62,0,6.04,BR,1683567174
450,atlanta,33.749,-84.388,301.01,65,75,4.63,US,1683566630
451,east end,34.5507,-92.341,301.9,74,85,0.45,US,1683567255
452,sisimiut,66.9395,-53.6735,274.01,79,70,6.64,GL,1683567256
453,alice,27.7523,-98.0697,304.09,69,75,6.69,US,1683567256
454,zaragoza,41.6561,-0.8773,301.4,16,0,8.23,ES,1683567087
455,mawu,29.5923,107.3139,289.17,87,97,0.75,CN,1683567257
456,taltal,-25.4,-70.4833,291.77,73,1,3.4,CL,1683567257
457,puerto ayacucho,5.6639,-67.6236,308.71,41,26,1.57,VE,1683567258
458,kobryn,52.2138,24.3564,280.74,62,64,2.55,BY,1683567006
459,hilo,19.7297,-155.09,296.62,87,20,2.06,US,1683566982
460,sogndal,61.2283,7.1003,285.36,57,75,2.57,NO,1683567259
461,itati,-27.2704,-58.2446,296.21,55,75,3.19,AR,1683567259
462,arteche,12.2645,125.4048,298.29,87,8,0.85,PH,1683567260
463,thinadhoo,0.5333,72.9333,301.34,75,51,4.84,MV,1683567260
464,kingscliff,-28.2667,153.5667,285.04,37,0,4.12,AU,1683567260
465,parksville,49.3163,-124.3195,288.2,70,99,6.69,CA,1683566999
466,gebeit,21.0667,36.3167,299.04,39,0,1.69,SD,1683567261
467,minas de marcona,-15.2119,-75.1103,293.81,61,23,6.46,PE,1683566775
468,hamilton,39.1834,-84.5333,298.85,66,0,4.63,US,1683567248
469,jodiya bandar,22.7167,70.2833,301.35,78,0,8.02,IN,1683567262
470,sitka,57.0531,-135.33,281.09,71,75,1.54,US,1683566741
471,preobrazheniye,42.9019,133.9064,279.57,75,16,2.48,RU,1683567262
472,balqash,46.8481,74.995,291.64,36,5,3.44,KZ,1683566970
473,rio preto da eva,-2.6994,-59.6997,302.12,78,27,1.59,BR,1683567263
474,kadiri,14.1167,78.1667,299.4,71,100,1.97,IN,1683567263
475,greenland,43.0362,-70.8328,296.54,29,20,7.2,US,1683567131
476,uberaba,-19.7483,-47.9319,301.47,42,40,2.57,BR,1683566978
477,trinity beach,-16.7888,145.6968,296.51,86,100,3.6,AU,1683567264
478,santiago de cuba,20.0247,-75.8219,302.21,70,40,3.09,CU,1683567265
479,new plymouth,-39.0667,174.0833,290.13,100,100,0.45,NZ,1683567265
480,dhidhdhoo,6.8833,73.1,302.53,71,99,4.93,MV,1683567265
481,mineral wells,32.8085,-98.1128,303.51,58,0,5.14,US,1683567265
482,akdagmadeni,39.6603,35.8836,281.13,84,29,2.72,TR,1683567266
483,saint john,45.2727,-66.0677,290.15,27,40,7.72,CA,1683567266
484,rurrenabaque,-14.4413,-67.5278,299.09,83,75,0.0,BO,1683567267
485,aras-asan,8.8908,126.3033,297.82,88,79,1.96,PH,1683567267
486,belyy yar,53.6039,91.3903,285.09,37,0,1.0,RU,1683567267
487,along,28.1667,94.7667,290.29,82,40,0.9,IN,1683567267
488,kerema,-7.9631,145.7785,298.44,96,100,2.0,PG,1683567268
489,santana,-0.0583,-51.1817,302.25,79,75,6.69,BR,1683567268
490,moose jaw,50.4001,-105.5344,287.3,76,75,7.2,CA,1683567268
491,al kharijah,25.4514,30.5464,299.3,22,49,4.36,EG,1683567269
492,tarauaca,-8.1614,-70.7656,298.2,96,89,1.55,BR,1683566849
493,selfoss,63.9331,-20.9971,284.29,89,100,2.38,IS,1683567269
494,sinabang,2.4803,96.3801,297.86,90,100,1.34,ID,1683567270
495,tromso,69.6496,18.957,278.36,81,75,7.2,NO,1683567270
496,ishigaki,24.3448,124.1572,294.22,83,100,4.12,JP,1683567270
497,den chai,17.9837,100.0522,298.53,89,100,0.98,TH,1683567271
498,freetown,8.484,-13.2299,302.99,66,75,3.6,SL,1683567271
499,sorong,-0.8833,131.25,300.13,81,93,1.93,ID,1683567271
500,mana,5.6592,-53.7767,298.48,93,100,1.92,GF,1683567272
501,zurrieq,35.8311,14.4742,291.46,88,20,5.14,MT,1683567272
502,noosa heads,-26.3833,153.15,282.1,44,0,1.44,AU,1683567272
503,gueret,46.1667,1.8667,289.6,71,100,2.08,FR,1683566966
504,nantucket,41.2835,-70.0995,296.23,56,0,4.12,US,1683567135
505,erenhot,43.6475,111.9767,288.72,20,100,2.61,CN,1683566878
506,talara,-4.5772,-81.2719,305.57,55,0,6.17,PE,1683567273
507,oum hadjer,13.2954,19.6966,310.26,20,78,0.86,TD,1683567274
508,paita,-5.0892,-81.1144,297.11,86,8,6.78,PE,1683567274
509,awjilah,29.1081,21.2869,301.14,17,94,3.05,LY,1683566997
510,ozar,20.1,73.9333,301.03,51,63,3.31,IN,1683567275
511,usakos,-22.0,15.6,298.1,18,0,3.77,NA,1683567275
512,ghanzi,-21.5667,21.7833,296.29,27,20,2.34,BW,1683567275
513,puerto madero,14.7208,-92.4215,307.26,62,40,2.57,MX,1683567276
514,ixtapa,20.7,-105.2,300.72,69,40,3.6,MX,1683567276
515,vodnyy,63.5046,53.4095,271.97,93,90,2.92,RU,1683567276
516,taguatinga,-12.3857,-46.5711,307.11,29,53,1.36,BR,1683567050
517,undurkhaan,47.3194,110.6556,285.52,34,100,2.1,MN,1683567277
518,reuleuet,5.2167,96.2833,299.6,79,100,2.59,ID,1683567277
519,lubuklinggau,-3.3,102.8667,297.94,82,100,1.33,ID,1683567277
520,maceio,-9.6658,-35.7353,303.84,58,40,4.12,BR,1683567194
521,montagu,-40.7667,144.9667,284.75,79,100,5.72,AU,1683567278
522,bardai,11.65,7.2333,306.61,13,84,2.33,NG,1683567278
523,gumla,23.05,84.55,302.32,29,70,2.47,IN,1683567279
524,broome,42.2506,-75.833,293.25,47,20,6.69,US,1683567279
525,alappuzha,9.49,76.3264,301.08,80,79,3.38,IN,1683567279
526,glen innes,-29.7333,151.7333,271.8,67,0,2.2,AU,1683567279
527,mount gambier,-37.8333,140.7667,282.09,90,80,1.38,AU,1683567280
528,pyapon,16.2833,95.6833,302.8,68,99,3.92,MM,1683567280
529,uliastay,47.7417,96.8444,276.2,48,51,0.73,MN,1683566932
530,lazaro cardenas,17.9583,-102.2,304.54,49,1,2.55,MX,1683566620
531,sosua,19.7667,-70.5167,307.14,52,20,7.72,DO,1683567281
532,biankouma,7.7391,-7.6138,301.81,56,85,0.73,CI,1683567281
533,tutong,4.8,114.65,300.2,89,52,1.78,BN,1683567282
534,nuku'alofa,-21.1333,-175.2,298.34,94,75,2.06,TO,1683567282
535,latakia,35.5148,35.7768,292.25,76,1,1.93,SY,1683567282
536,kalifornsky,60.4183,-151.29,276.34,100,0,3.6,US,1683567282
537,thunder bay,48.4001,-89.3168,287.1,47,75,5.14,CA,1683567283
538,justo daract,-33.8594,-65.1828,293.97,31,6,0.14,AR,1683567283
539,castel bolognese,44.3207,11.7999,294.1,85,100,2.96,IT,1683567283
540,sao vicente,-23.9631,-46.3919,306.08,70,100,1.54,BR,1683566765
541,urangan,-25.3,152.9,284.02,49,1,5.67,AU,1683567284
542,revda,56.801,59.9303,273.95,64,46,1.99,RU,1683567285
543,pangody,65.85,74.4859,264.81,92,100,15.96,RU,1683567285
544,sao gabriel da cachoeira,-0.1303,-67.0892,303.04,89,75,1.54,BR,1683567285
545,seguela,7.9611,-6.6731,305.57,43,98,3.66,CI,1683567285
546,ambon,-3.6954,128.1814,303.4,93,75,2.57,ID,1683567286
547,kuressaare,58.2481,22.5039,283.12,50,26,3.09,EE,1683567286
548,manakara,-22.1333,48.0167,293.63,94,17,0.95,MG,1683567286
549,argo,37.6333,22.7333,294.7,68,94,0.57,GR,1683567287
550,fosses,49.0981,2.5096,292.4,68,75,2.06,FR,1683567287
551,taoudenni,22.6783,-3.9836,317.09,6,96,5.16,ML,1683566926
552,yalvac,38.2956,31.1778,284.02,76,67,1.19,TR,1683567287
553,pasuquin,18.3328,120.6177,300.75,82,26,10.14,PH,1683567288
554,lengshuitan,26.4111,111.5956,289.82,83,92,1.36,CN,1683567288
555,tabas,33.5959,56.9244,302.88,11,29,2.4,IR,1683567288
556,rikaze,29.25,88.8833,281.33,31,23,2.44,CN,1683567289
557,simanggang,1.2472,111.4528,297.14,100,69,0.51,MY,1683567289
558,cidade velha,14.9167,-23.6167,299.41,61,20,10.8,CV,1683567289
559,ilebo,-4.3167,20.5833,298.38,77,90,1.04,CD,1683567290
560,cabedelo,-6.9811,-34.8339,304.52,62,47,4.5,BR,1683567290
561,rawson,-43.3002,-65.1023,290.7,36,8,4.69,AR,1683567290
562,kuantan,3.8077,103.326,300.21,89,20,0.0,MY,1683567291
563,dabou,5.3256,-4.3769,301.3,76,91,3.84,CI,1683567291
564,vygonichi,53.0985,34.0673,282.21,31,90,2.0,RU,1683567291
565,berdigestyakh,62.0989,126.6992,256.15,99,41,0.15,RU,1683566789
566,leninskoye,41.7589,69.3864,287.05,48,0,1.46,KZ,1683566991
567,homer,59.6425,-151.5483,279.84,80,75,0.0,US,1683566906
568,salima,-13.7804,34.4587,291.5,67,0,1.14,MW,1683567292
569,jayanca,-6.3908,-79.8219,303.87,50,10,5.73,PE,1683567293
570,wenshui,28.4506,106.5267,285.94,93,100,1.52,CN,1683567293
571,pariaman,-0.619,100.12,298.18,76,100,1.55,ID,1683567293
572,al qubbah,32.7616,22.2424,288.79,56,53,1.94,LY,1683567294
573,ebon,4.582,168.6964,301.54,80,100,4.8,MH,1683566854
574,marksville,31.128,-92.0662,298.18,71,100,3.85,US,1683567294
575,bamboo flat,11.7,92.7167,302.78,73,100,2.3,IN,1683566715
576,portland,45.5234,-122.6762,287.89,71,75,2.24,US,1683566458
577,chumphon,10.3333,98.8333,296.73,96,99,0.43,TH,1683567295
578,ghat,24.9647,10.1728,305.92,14,52,1.92,LY,1683567295
579,carnarvon,-24.8667,113.6333,296.45,70,68,4.97,AU,1683566742
580,arno,60.1167,18.6333,279.7,51,27,4.74,SE,1683567296
581,ta`u,-14.2336,-169.5144,300.64,79,20,6.55,AS,1683566877
582,sault ste. marie,46.5168,-84.3333,285.05,62,75,5.14,CA,1683567177
583,kone,-21.0595,164.8658,294.38,90,100,1.63,NC,1683567297
584,sumbawa besar,-8.5,117.4333,297.49,87,100,2.12,ID,1683567297
585,tsumeb,-19.2333,17.7167,298.6,22,15,1.99,NA,1683567297
